link,prod_name,price,rating,total_reviews,productDescription,asin,manufacturer
https://www.amazon.in/Martucci-Waterproof-Backpack-College-Business/dp/B0BNSXJ2MY/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1697643957&sprefix=ba%2Caps%2C283&sr=8-118,Martucci Hipe 35L Laptop Backpack for Men and Women/Boys and Girls Unisex/College/School/Travel Bags with 17 Inches Laptop Compartment with Rain Cover(Black),₹521,3.8 out of 5 stars,59,"DESIGN: 2 Large Compartments + 1 Easy access front Pocket with Internal Organiser (Small Pockets) for daily Accessories, 2 Bottle Pockets /Umbrella Holders.FABRIC: Durable PU Fabric, Lining: Polyester, Closure Type: Zipper, Gender: Unisex Size: 18-inch X 13-inch X 7.5 inch.LAPTOP COMPARTMENT: Well Cushioned (Can Carry Laptop Upto17 inches).ERGONOMICS DESIGN: “S” Shaped Shoulder Strap Distribute the Weight of the Backpack Across Your Upper Body. Thick Cushioning Around the Shoulders and on the Back Panel Makes the Backpack Super Light and Comfortable on the Move.Serves the Need of a Professional Office Laptop Bag, College Bag, Student Backpack, School Bag and is Suitable for All Boys, Girls, Men and Women.",B0BNSXJ2MY,Martucci Store
https://www.amazon.in/Shalimar-Premium-Garbage-Large-Rolls/dp/B07KT98RKS/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1697643957&sprefix=ba%2Caps%2C283&sr=8-119,Shalimar Premium OXO - Biodegradable Garbage Bags Size 24 X 32 Inches (Large) 60 Bags (4 rolls) Dustbin Bag/Trash Bag - Black Color,₹299,4.5 out of 5 stars,"4,616", Bag on Roll with Detachable tie-tape to tie the Bag after use   Star sealed bottom provides extra strength and prevents any leakage   Most convenient method of Garbage disposal to maintain Cleanliness and Hygiene   Black color bags made of Virgin Raw Material. Also known as Trash Bag / Dustbin Bag   Size:- 60 cm x 81 cm  ,B07KT98RKS,SHALIMAR Store
https://www.amazon.in/Stylbase-Trends-Polyester-Character-Embossed/dp/B0BNL2PBPH/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1697643957&sprefix=ba%2Caps%2C283&sr=8-120,"Stylbase 15 inches Kids 3D Cartoon Backpack - Lightweight, Waterproof, Adjustable Shoulder Straps, 3 Compartments, Bottle Holder - Perfect for School and Outdoor Adventures",₹551,4.0 out of 5 stars,213,"Fashionable, light-weight, soft and colorful, a perfect gift for your kids 3D character embossed front makes it even more fun to carry aroundMade of polyester fabric with coated backing and inner lining, making it tough, durable and waterproofThere are three compartment which stores the kid's toys, snacks and other stuffs,and a small zippered pocket on the outsideThe shoulder straps are padded and adjustable, making them cosy for little shoulders ideal for kids of nursery, kindergarten, play-school, junior levels can also be used as picnic and travel bag; Weight: 450 grams; Dimensions: 30 cms x 18 cms x 40 cms (LxWxH)Style Name: Travel Backpacks; Compartment Description: Not Laptop Compatible",B0BNL2PBPH,Stylbase Store
https://www.amazon.in/Amazon-Basics-Laptop-College-Backpack/dp/B0C8NX7HTX/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1697643957&sprefix=ba%2Caps%2C283&sr=8-121,"Amazon Basics Opel Laptop Bag/Office/College Backpack for 15.6 inch laptop(20 L, Black)",₹509,3.7 out of 5 stars,158," Carry this spacious, convenient backpack from Amazon Basics to college or work.   Laptop compartment: It features a dedicated compartment that can easily fit a laptop up to 15.6 inches.   Other storage: It also contains a spacious compartment and a quick-access front pocket.   Durable build: It Is made from fabric with a polyester lining. Both feature PU coating.   Dimensions: 45.5 x 34 x 13 cm   Capacity: 20 l   Colour: Black  ",B0C8NX7HTX, amazon basics
https://www.amazon.in/Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1697643957&sprefix=ba%2Caps%2C283&sr=8-122,Aristrocrat Unisex Laptop Bag Grey,₹663,4.4 out of 5 stars,36, Care Instructions: Hand Wash Only   1)Spacious Compartment 2) Laptop Compatible 3) Front Quick Access Pocket 4) Power Bank Pocket  ,B0B5YHC1W5,Aristrocrat Store
https://www.amazon.in/Half-Moon-Maverick-Spacious-Compartment/dp/B0C16VZCK7/ref=sr_1_123?crid=2M096C61O4MLT&keywords=bags&qid=1697643957&sprefix=ba%2Caps%2C283&sr=8-123,"Half Moon Maverick 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment, Multiple Pockets & Rain Cover",₹549,3.7 out of 5 stars,68,"This backpack has a stunning front design that resembles the look of leather. Its unique texture and finish make it stand out among other backpacks and provide a stylish and sophisticated look.Despite the backpack's unique look, it is actually made of durable materials that are both lightweight and strong. This ensures that the backpack can withstand daily wear and tear, making it a reliable and long-lasting choice.It also features a reflector logo, adding an extra touch of sophistication to the overall design. This feature helps increase visibility during low light conditions, making it safe to use during early morning or late evening commutes.The backpack also features multiple compartments and pockets, including a padded laptop compartment and internal organizer(a lot of small pockets). This allows you to keep your belongings organized and secure while on the go, making it an excellent choice for students, professionals, and travelers alike.Other Features of the Backpack are: Rain Cover, 15.6 inch Laptop Compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc",B0C16VZCK7,Half Moon Store
https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_124?crid=2M096C61O4MLT&keywords=bags&qid=1697643957&sprefix=ba%2Caps%2C283&sr=8-124,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,₹452.20,4.0 out of 5 stars,"6,876"," PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.   LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.   EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.   DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.   BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.  ",B09321GJXZ,KBBRD Store
https://www.amazon.in/MEDLER-Nylon-Expandable-Duffel-Trolley/dp/B07MWD4D4W/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1697643957&sprefix=ba%2Caps%2C283&sr=8-125,M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue),₹399,3.5 out of 5 stars,"26,279"," Outer Material: Nylon, Color: Navy Blue;Dimensions: 56 cms x 28 cms x 33 cms (LxWxH)<br> <br>   Number of compartments: 5 - ( 1 main compartment ,2 front, 2 side);Smooth rolling wheels for travel comfort<br> <br>   Laptop Compatibility: No; Long lasting Nylon fabric for extra durability<br> <br>   Extra side corner guards for extra protection when wheels are in use<br>; Water Resistance Level: Water Resistant<br> <br>   Shell Type: Hard <br>  ",B07MWD4D4W,M MEDLER Store
https://www.amazon.in/Zebronics-Compartment-Backpacks-15-6-inch-Black/dp/B0C6KZS555/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1697643957&sprefix=ba%2Caps%2C283&sr=8-126,"Zebronics Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",₹398,3.5 out of 5 stars,30," The zebronics Camp 1 comes with 1 compartments,utility pocket and with padded straps for easy to carry.   It has capacious multi utility front pocket that is constructed to keep your essentials for quick access.   The main compartment can easily accommodate a days clothing,books,wallet and perfume and gets you going without any hassle of space   Water-resistant, good quality zipper, Light Weight   It has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.  ",B0C6KZS555,ZEBRONICS Store
https://www.amazon.in/DZert-Panda-School-Backpacks-Cartoon/dp/B07Y2BFJ1B/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1697643957&sprefix=ba%2Caps%2C283&sr=8-127,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),₹229,3.7 out of 5 stars,"12,741"," Non-Toxic and soft fabric good quality and washable   Soft and cuddly filling printed work   Soft toy school bag for kids, travelling bag, carry bag, picnic bag, teddy bag   Very attractive to make you have a good feeling all the time, gift this soft, smooth and cuddly teddy as a great gift to your loved one   trap Type: Shoulder Strap; Color Name: Red; Warranty Description: No Warranty; Water Resistance Level: Not Water Resistant; Closure Type: Zipper  ",B07Y2BFJ1B,DZert Store
https://www.amazon.in/VIP-Endura-Puller-Brown-Duffle/dp/B0B527KJQZ/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1697643957&sprefix=ba%2Caps%2C283&sr=8-128,VIP Unisex Endura Duffle (E) Brown,"₹1,209",4.3 out of 5 stars,626,"Padded, Comfortable Shoulder StrapEasy access front pocketSoft Grip handlesStylish Design",B0B527KJQZ, VIP
https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-129,"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",₹309,4.2 out of 5 stars,"1,340"," Premium Durable Material - This bag is made of high quality,durable material.   Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.  ",B07GCR84D9,Sfane Store
https://www.amazon.in/Cockatoo-OXO-Biodegradable-Companion-Campaigning-Adventures/dp/B0CF9Q8HPN/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-130,"Cockatoo CMP01 OXO-Biodegradable Garbage Bags Medium|Your Ultimate Companion for Campaigning and Traveling|for Keeping Your Adventures Clean and Green,30 Bags/Rollx3,(18.5 X 20.5 Inch)",₹99,4.8 out of 5 stars,141," Convenient Travel Companion: Compact and lightweight garbage bags designed for seamless packing during your travels and outdoor campaigns. Pack of 90 Pc Garbage Bag for Daily use as well.   Eco-Friendly Solution: Stay environmentally conscious with these biodegradable bags, minimizing your impact on nature while maintaining a tidy space.   Durable and Leak-Proof: Engineered with strong materials to handle various types of waste without worrying about leaks or tears.   Multipurpose Functionality: Ideal for camping, hiking, road trips, and more - these bags are equally handy for organizing belongings and ensuring waste disposal on the go.   Easy Disposal: Equipped with secure closures, disposing of waste responsibly becomes hassle-free, making it a must-have for any eco-conscious adventurer.  ",B0CF9Q8HPN,Cockatoo Store
https://www.amazon.in/lynx-School-compartments-Backpack-Trending/dp/B08GJKNQ9F/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-131,lynx School Bag & Travel with 4 compartments 15.6 inch Laptop Bag/Backpack for Girls and Boys Trending Backpack for Men and Women (Black),₹419,3.1 out of 5 stars,16," Care Instructions: Hand Wash Only   Fit Type: regular   LYNX Made it premium water resistant polyester fabric, provide strengthen and long-lasting performance<br><br>   Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry<br><br>   Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket; Lightweight yet durable backpack/daypack for school use or everyday outings<br><br>   Dimensions : 13 * 18.5 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks<br>; Closure Type: Zipper<br>  ",B08GJKNQ9F, lynx
https://www.amazon.in/ZOUK-Handmade-Leather-Handles-Multicolor/dp/B09QRYDXJH/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-132,ZOUK Women Laptop Bag Royal Indian Peacock Motif,"₹1,529",4.4 out of 5 stars,180," COMPATIBILITY: Our Office Bag is an ideal laptop bag, handbag or a Professional Bag for Women. It can fit a laptop of upto 15.6 inches and is perfect for Macbook, Chromebook, iPad, Tablet, Hp, Lenovo, Dell etc. Dimensions: 16 x 13 x 4 inch   COMPONENTS: On the Inside there is a padded Laptop Sleeve with Velcro, a larger compartment for books, tiffin, chargers. Also there are 2 small pockets for a Wallet, Pen and Keys. The Bag has a Zip Closure and Double Straps for carrying comfortably.   MATERIAL: Made of Fine Indian Print Fabric. The Leather used is 100% PeTA approved Vegan Leather, making it a cruelty-free and a responsible product. All products are handmade, with a running fabric and hence the exact print on the product might slightly differ from the photos.   DISCLAIMER: It is recommended that you regularly clean your bag with a wet cloth. Do note that the colour of the materials might slightly vary due to photographic lighting sources or your display settings.   ABOUT US: Zouk is a Proudly Indian and 100% PeTA approved Vegan brand. Our Laptop Bag stands for Style and Function, with an Essence of India. Couple of our bags were featured in the popular Netflix series Little Things 3. All our bags are handcrafted by expert artisans in our own manufacturing facility.  ",B09QRYDXJH,ZOUK Store
https://www.amazon.in/DZert-Panda-School-Backpacks-Cartoon/dp/B07Y2BFJ1B/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-133,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),₹229,3.7 out of 5 stars,"12,741","Non-Toxic and soft fabric good quality and washableSoft and cuddly filling printed workSoft toy school bag for kids, travelling bag, carry bag, picnic bag, teddy bagVery attractive to make you have a good feeling all the time, gift this soft, smooth and cuddly teddy as a great gift to your loved onetrap Type: Shoulder Strap; Color Name: Red; Warranty Description: No Warranty; Water Resistance Level: Not Water Resistant; Closure Type: Zipper",B07Y2BFJ1B,DZert Store
https://www.amazon.in/Half-Moon-Maverick-Spacious-Compartment/dp/B0C16VZCK7/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-134,"Half Moon Maverick 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment, Multiple Pockets & Rain Cover",₹549,3.7 out of 5 stars,68," Fit Type: overall   This backpack has a stunning front design that resembles the look of leather. Its unique texture and finish make it stand out among other backpacks and provide a stylish and sophisticated look.   Despite the backpack's unique look, it is actually made of durable materials that are both lightweight and strong. This ensures that the backpack can withstand daily wear and tear, making it a reliable and long-lasting choice.   It also features a reflector logo, adding an extra touch of sophistication to the overall design. This feature helps increase visibility during low light conditions, making it safe to use during early morning or late evening commutes.   The backpack also features multiple compartments and pockets, including a padded laptop compartment and internal organizer(a lot of small pockets). This allows you to keep your belongings organized and secure while on the go, making it an excellent choice for students, professionals, and travelers alike.   Other Features of the Backpack are: Rain Cover, 15.6 inch Laptop Compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc  ",B0C16VZCK7,Half Moon Store
https://www.amazon.in/Motherly-Diaper-Bags-Travel-Basic/dp/B07PKQ3WJZ/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-135,motherly Diaper Bags for Mom Travel Basic Edition (Navy Blue),"₹1,399",4.5 out of 5 stars,"2,689"," Capacity: 19 liters, Weight: 566gm<br> <br>   What’s new: Well-researched, upgraded fabric and hardware (zippers, rivets, gauge buttons) which is exclusively used to save you those extra bucks while maintaining the highest quality standards!! Light-weighted. Won’t add bulk and yet durable to sustain heavy weight.KEEP HOT WATER OR MILK WARM - Warm time of hot water or milk stored in the milk bottle pockets is 2 hours.<br> <br>   Pattern Name: Solid; Lining Description: Polyurethane; Age Range Description: Adult <br>  ",B07PKQ3WJZ,motherly Store
https://www.amazon.in/HARISSONS-15-6-inch-Backpack-Organizers-Detachable/dp/B07M5P5LW3/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-136,"HARISSONS Bags Vervo 15.6-inch Laptop/Travel/Casual Backpack for Men and Women with Rain Cover (Black, 40 Ltrs) | Quick Access Zippered Pocket, Detailed Organizers & a Detachable Key Chain Holder","₹2,583",4.4 out of 5 stars,"2,025"," Vervo Laptop Backpack - The All-Purpose Solution for Your Daily Needs: Elevate your style with Harissons' Vervo laptop bag, perfect for office, college, and business travel. This versatile backpack is spacious and reliable, with polished styling to refresh your official attire. With dedicated cushioned sleeves for your laptop and tablet, Vervo can safely accommodate devices up to 15.6 inches, making it the ideal choice for any situation.   Fits Everything You Need in One Place: Vervo's front quick-access zippered pocket and internal organizer keep your phone charger, hard drive, passport, ID card, stationery, and other essentials in place. With a main compartment large enough to hold all your files, documents, and clothes, this bag is perfect for work or a weekend trip. Plus, the elasticized concealed Bottle Security System and zippered compartment for quick access to your boarding pass make Vervo the ultimate all-in-one solution.   OCD-Level Organization for Maximum Efficiency: The zippered mesh pocket in Vervo's main compartment helps you stay organized, while the elasticized 2-Point suspension system on the ergonomically designed backstraps absorbs up to 25% weight and distributes the load evenly. With a detachable key chain holder, you'll never lose your keys again. Plus, the Built-In rain cover and water-repellent polyester fabric protect your devices from rain and other hazards.   Comfortable and Convenient: Piggyback your Vervo all day long without the backaches or the sweat thanks to the Anti-Sweat air mesh padding on the back. With bar-tacked backstraps and all weight-bearing stress points, Vervo is built to last, and the Bottom Protection System with an elevated laptop cradle and studs protects your devices from impact. Plus, with a 1-year warranty against manufacturing and workmanship defects, you can trust Vervo to be your go-to backpack.   Stylish and Durable Backpack for Men and Women: Vervo comes in trendy designs that suit both men and women. This backpack is waterproof, functional, and stylish, making it the best laptop bag for men and women. With a 15.6 inch laptop sleeve bag, office laptop bag for men, and laptop bag for women, this bag is perfect for anyone who wants to be organized and stylish. Whether you're looking for a laptop travel bag or a gaming laptop bag, Vervo has got you covered.  ",B07M5P5LW3,HARISSONS Store
https://www.amazon.in/RIONTO-Messenger-Bag-Expandable-Supports/dp/B0C5T56YNY/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-137,"RIONTO Messenger Bag - Laptop Bag for Men, PU Leather Expandable Office Bag for Men | Supports Laptop Upto 15.6 inches (Tan)","₹1,070",4.6 out of 5 stars,189," STYLISH AND COMFORTABLE: Our high-quality PU leather bag for men is designed as a sophisticated laptop bags, providing a fashionable and practical solution for carrying your essentials.   MULTI-FUNCTIONAL LAPTOP MESSENGER BAG: Our stylish and durable sling bag for men serves as a practical side bag for men and a reliable laptop bag, capable of comfortably accommodating a 15.6-inch laptop.   PRACTICAL AND DURABLE: Rionto hand bag for men doubles as a functional 15 inch laptop bags for men, providing a sophisticated solution for carrying your devices and essentials with ease.   VERSATILE AND PROFESSIONAL: Rionto messenger bag for men is a versatile and spacious office bag that doubles as a stylish shoulder bag, making it the perfect accessory for work and daily commuting.   PREMIUM LAPTOP SHOULDER BAG: Our office bags for men, also known as laptop side bags for men, are practical and stylish shoulder bag designed to meet the demands of the modern professional.  ",B0C5T56YNY,RIONTO Store
https://www.amazon.in/TRAWOC-60LTravel-Backpack-Trekking-Rucksack/dp/B07YYG5G31/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-138,"TRAWOC 60 Liter Travel Backpack Hiking Trekking Bag Camping Rucksack, 1 Year Warranty, HK006","₹1,567",4.3 out of 5 stars,"1,445","LARGE, SPACIOUS & MULTI UTILITY: A great travel backpack for your upcoming tour trip to a domestic or international tourist spot. This backpack bag comes with a convenient LAPTOP SLEEVE inside the main compartment. It has got several straps, buckles, and pockets that make it suitable for adjusting a lot of travel stuff. This rucksack bag will facilitate you in all your camping and hiking trips.DURABLE & LONG LASTING: This durable trekking backpack is designed to withstand various weather conditions, from heavy rains to extreme heat. Its sturdy construction ensures the safety of your belongings, while the padded shoulder strap and air mesh padded back panel provide comfort during long hikes. Perfect for any adventure!SMART & STYLISH: This multipurpose travel backpack for men and women boasts a smart and trendy design, with an athletic and adventurous look. Its exquisite blend of grey and red colors adds to its stylish appeal. With a large size of 80 x 30 Cm, it is perfect for hiking, mountaineering, and other outdoor adventures. Don't miss out on this amazing trekking backpack!WATER RESISTANT: Ideal for travelling, these water resistant backpacks are built to withstand extreme weather conditions, ensuring the safety of your gear. The water-resistant feature also prolongs the lifespan of these luggage bags.1 year warranty : Invest in this bag with confidence, as it comes with a 1-year manufacturer warranty.",B07YYG5G31,TRAWOC Store
https://www.amazon.in/VIP-Endura-Puller-Brown-Duffle/dp/B0B527KJQZ/ref=sr_1_139?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-139,VIP Unisex Endura Duffle (E) Brown,"₹1,209",4.3 out of 5 stars,626," Padded, Comfortable Shoulder Strap   Easy access front pocket   Soft Grip handles   Stylish Design  ",B0B527KJQZ, VIP
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BYW5SH4L/ref=sr_1_140?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-140,Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment,₹459,4.3 out of 5 stars,17," Care Instructions: Hand Wash Only   Fit Type: regular   Compatible With 15.6"""" Laptop : This Half Moon Vision laptop bag for men fits up to 15.6 inch laptop. Dimensions of office bag for men: 34cm x 15cm x 45.5cm; Weight: 453g.   High Quality, Durable and Water Repellent Fabric : This office bag for men / office bag for women features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items.   Convenient Travel : The Laptop backpack for men has an adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use.   Conveniently Placed Padded Laptop Compartments and Packets : The laptop bag for men has an padded interior that helps protect notebooks and important items. Quick access zippered front pocket for added storage. The laptop backpack for men has a quilted back panel which makes it comfortable for all-day use.   High Quality, Casual yet Stylish Design : The laptop bag for men is very attractive and perfect for school, travel and outdoor activities. The perfect office bag for men / office bag for women for those needing stylish all-day protection for their laptop.  ",B0BYW5SH4L,Half Moon Store
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDCGCPK/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-141,"Amazon Brand - Presto! Oxo-Biodegradable Garbage Bags, Small - 30 bags/roll (Pack of 3, Green, For Wet Waste)",₹189,4.3 out of 5 stars,636," Suitable for wet waste segregation   Oxo-Biodegradable Garbage Bags for your home and kitchen   Convenient for clean-up and garbage disposal   Multifunctional use; ideal for office, hotels, household use   Detachable tie-tape to tie up bag after use   Dimensions - 43 cms x 48 cms; Size: Small   Package Contents - 3 Rolls of Oxo-Biodegradable Garbage Bags; Quantity: 30 per roll; Colour: Green  ",B08TDCGCPK, Presto!
https://www.amazon.in/Nivia-5227-Junior-Others-Orange/dp/B08D7QKCX5/ref=sr_1_142?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-142,Nivia Polyester Pulse Bag,₹229,3.6 out of 5 stars,57,"Highly Water-resistant finish to save inner items from water splashesEpp foam gear in the bottom panel for total comfort and safetyMain compartment with double zip closureWater-resistant front valuables pocket to keep your stuff safeTough, 600D abrasion-resistant fabric for high durability Optimum quality of accessories and zipper for smoother functioning and high durability Designed for all types of occasions: sports, daily use, cycling, travel, adventure, etc Comes in attractive color combination and premium quality of material.",B08D7QKCX5,Nivia Store
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-143,TRUE HUMAN® Anti-Theft backpack with USB charging port and combination Number lock Laptop bag/office bag/travel bag for men and women,₹499,3.8 out of 5 stars,"2,013","Care Instructions: Wipe with Damp ClothThis business laptop backpack design with separate laptop compartment to hold 15.6 Inch Laptop as well as 15 Inch,14 Inch and 13 Inch Macbook/Laptop. 2 spacious packing compartments roomy for iPad,mouse,charger,binders,books,clothes,ect. Front compartment with many pockets, pen pockets and key fob hook, make your items organized and easier to find.Night Vision Reflective Design: night vision reflective material in the front of the bag,it would be noticed easily while you are running or bicycling at night, keeping you safe.USB PORT-With outside USB charger and inside charging cable ,this usb backpack offers you a more convenient way to charge your phone/electronic device while walking. Please kindly noted that usb charging port only offers an easy access to charge, this backpack do not provide power itself.Superior Material&Solid: Made with durable, Water resistant Polyester to withstand harsh conditions and easy to clea makes this backpack simple but look stylish. Perfect for college school, business trips, hiking, camping, office work and everyday use.",B09H7PK5ML,TRUE HUMAN Store
https://www.amazon.in/SPENZ-BAGS-Backpack-Raincover-Mahogany-Brown/dp/B0C3RN6QSC/ref=sr_1_144?crid=2M096C61O4MLT&keywords=bags&qid=1697643966&sprefix=ba%2Caps%2C283&sr=8-144,"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",₹829,3.9 out of 5 stars,245," Care Instructions: Hand Wash Only   Fit Type: regular   LARGE CAPACITY & MANY POCKETS: This backpack has two main compartment pockets. One separate laptop compartment holds 15.6 Inch Laptop as well as 15 Inch, 14 Inch and 13 Inch Mac book or Laptop. The other one packing compartment is roomy for daily necessities and tech electronics accessories. Front compartment with zipper pocket and 2 elastic mesh side pockets.Make your items organized and easier to find.   COMFY & BREATHABLE BACKPACK: Adjustable shoulder straps and back side comes with comfortable and breathable mesh design, relieves the stress of your shoulder. A comfortable airflow foam-pad back design with soft, multi-panel breathable mesh padding, offer your back maximum back support. A foam-padded top handle for a long time carry on.   HIGH QUALITY MATERIAL: Our backpack made of waterproof and quality Polyester fabric with metal zippers. Lightweight and sturdy, ensure a secure & long-lasting usage every day. Perfects for weekend getaways, shopping, office work, business traveling and other outdoor activities. Also, it is a perfect student’s backpack for women, men, teens, boys and girls.   LAPTOP PROTECTION: Separate laptop compartment with foam padded of this back pack offers the optimal protection for your 15.6 inch laptop. Mesh pockets for mouse, adapter, charging cord and other electronics. Take the worry out of your work and study.   IDEAL GIFT: This fashionable backpack can be a great companion for travel, business, everyday use and outdoor activities. Also, a perfect college high school student backpack for boys, girls, teens. Practical gifts for teens, boys, girls, friends, mother, father, her or him.  ",B0C3RN6QSC,SPENZ BAGS Store
