link,prod_name,price,rating,total_reviews,productDescription,asin,manufacturer
https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1697643867&sprefix=ba%2Caps%2C283&sr=8-54,Lenovo 15.6-inch Casual Laptop Briefcase T210,₹799,4.2 out of 5 stars,"21,720","“COMPATIBLE WITH 15.6 INCH LAPTOP”: This organizer briefcase dimension fits up to 15.6 inch laptop. Dimensions: 40cm x 5.5cm x 30cm; Weight: 435g.“HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This toploader features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items“INTEGRATED LUGGAGE STRAP FOR MORE CONVENIENT TRAVEL”:A fully adjustable shoulder straps make it comfortable for all-day use.“CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick-access pocket ensure convenient access""HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for college, school, travel and outdoor activities, daily commuters and all types of travelers who just looking for compact but stylish bag. Multiple colors for choiceWarranty NA",B075Y6Y9H5,Lenovo Store
https://www.amazon.in/Puma-Ltrs-Cms-Backpack-7837402_Grey/dp/B089T98TKG/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1697643867&sprefix=ba%2Caps%2C283&sr=8-55,Puma Unisex Gym Bag IND,₹619,4.0 out of 5 stars,500, Care Instructions: Hand Wash Only   Fit Type: regular   Style Name:-Backpack   Model Name:-Gym Bag IND II   Brand Color:-Fig-CASTLEROCK   Dimensions:-40 x 20 x 20 cm   Material:-Polyester  ,B089T98TKG, Puma
https://www.amazon.in/AmazonBasics-Vacuum-Compression-Storage-Bags/dp/B07RSCPH4N/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1697643867&sprefix=ba%2Caps%2C283&sr=8-56,"amazon basics Vacuum Compression Storage Bags with Hand Pump - Large, 5-Pack",₹599,4.4 out of 5 stars,"11,753"," Set of heavy-duty plastic vacuum compression storage bags   Compress bulky textiles, clothing, linens, and more at an 80% size reduction   Protects items from moisture, dirt, insects, mold, odors, and more   Hand pump included, or connect to any standard vacuum cleaner hose for faster results   Heavy-duty valve and double seal zipper for air tight protection   5-pack of Large bags (80 x 60 cm)  ",B07RSCPH4N, amazon basics
https://www.amazon.in/Impulse-IMP-Backpack-Resistant-Navy/dp/B0CJHXH8M8/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1697643867&sprefix=ba%2Caps%2C283&sr=8-57,Impulse IMP Omega 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,₹510,4.7 out of 5 stars,12," Care Instructions: Wipe with Dry Cloth   SPACIOUS AND LIGHTWEIGHT: 30L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers   ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability   1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty   WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.   MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks  ",B0CJHXH8M8, Impulse
https://www.amazon.in/BACKPACK-OUTDOOR-TREKKING-CAMPING-RUCKSACK/dp/B0BR3YZ5BV/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1697643867&sprefix=ba%2Caps%2C283&sr=8-58,LARGE 60L TRAVEL BACKPACK FOR OUTDOOR SPORT HIKING TREKKING BAG CAMPING RUCKSACK,₹499,3.8 out of 5 stars,121,strongperfect designbest qualityeasy to uselow weight,B0BR3YZ5BV, Generic
https://www.amazon.in/Lunars-Travel-Laptop-Bag-compartments/dp/B08NHKF2G7/ref=sr_1_59?crid=2M096C61O4MLT&keywords=bags&qid=1697643867&sprefix=ba%2Caps%2C283&sr=8-59,"Lunar's Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rain Cover and 2 Large compartments","₹1,199",4.0 out of 5 stars,"2,755","MADE IN INDIA - This “MAKE IN INDIA” Laptop bag for men features 2 large zippered compartments, 1 zip pocket at front, 2 side bottle pockets, 4 lash points for yoga mat/help and 1 chest belt pocket to keep valuables; Age Range Description: Adult; Color Name: Mblue; Compartment Description: Greater Than 17 Inches; Pattern Name: Solid; Style Name: Casual Backpack; Pocket Description: Zipper Pocket.PADDED LAPTOP SLEEVE AND INTERNAL ORGANISER : Padded Laptop sleeve with holder to secure upto 17.3"" Laptops. Compatible with laptops like HP / Lenovo / Acer / ASUS / Dell. Internal organiser of this backpack for men is neatly organise and store your keys, cables, stationary and other valuables from theft. This laptop bag cum backpack can be used for office, college, school or even for hiking or trekking.INBUILT RAIN COVER – The Laptop bag for men has inbuilt raincover pocket at the bottom with Rain cover provided to help you protect your stuff from rain and dust. The Raincover is made of premium imported polyester fabric that can withstand heavy rains.BEST BACK SUPPORT - We have designed the laptop bag keeping your comfort in mind. In this backpack for men there are 2 load lifters on the backside to adjust your shoulder position based on weight. 2 Side load compression straps help to adjust the size of bag. Shoulder has 12MM high density padding, with adjustable sternum straps for chest support and adjustable padded hip belt for weight balancing on chest and hips.WATER RESISTANT WITH 1 YEAR WARRANTY – This Laptop bag for men is stylish and durable unisex travel laptop backpack that is your perfect travel partner also suitable for Hiking or trekking. Size: 21 inch X 14 inch X 10.5 inch. Capacity : 50 litres. This Bag/Backpack is made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects.",B08NHKF2G7,Lunar's Store
https://www.amazon.in/HOEXL-Expandable-Premium-Backpack-College-Tech/dp/B0C3J2RLHP/ref=sr_1_60?crid=2M096C61O4MLT&keywords=bags&qid=1697643867&sprefix=ba%2Caps%2C283&sr=8-60,"HOEXL 42L Expandable Premium Laptop Backpack for Men/Women for Travel, School, College-Tech Bag with USB - Bagpacker Bag, 17 inch Laptop Bag with Water-resistant, Smart Bag with Multiple Compartments","₹2,899",4.8 out of 5 stars,81,"The Ultimate Expandable HOEXL Backpack - Unlock the limitless potential of our HOEXL backpack. With its ingenious expandable feature, effortlessly transition from 25 Litre to a generous 42 Litre capacity. Adapt to any situation, whether it's daily commuting or weekend getaways, and carry more with ease. Product color might slightly vary due to photographic lighting sources or your monitor settingsConvertible HOEXL Travel Backpack - This versatile backpack offers three modes - shoulder mode, office mode, and luggage or suitcase mode - providing you with the ultimate convenience for any situation. Carry it comfortably on your shoulder, effortlessly transition to a sleek office bag, or convert it into a spacious luggage for your traveling needs. With its stylish design, durable construction, and ample storage space, this back pack is the epitome of versatilityMultiple Compartments for Better Storage - your ultimate companion for organized and efficient travel. With three dedicated compartments, this backpack offers ample storage for your personal belongings, clothing, and electronic devices. Safely store your laptop and computer in separate compartments while keeping pens, phone and accessories organized in convenient pockets. This is designed to streamline your life and keep all your essentials within reach.USB Port Backpack - This innovative backpack features a built-in USB port, allowing you to conveniently charge your devices while on the move. Simply connect your charger to the internal cable and stay powered up throughout your day. With its spacious compartments and comfortable design, this backpack is perfect for carrying your essentials and keeping your devices charged wherever you go.Water-Resistant Laptop Backpack - A durable and reliable companion for all your adventures. Crafted with high-quality oxford materials, this backpack is built to withstand the elements and protect your belongings from water damage. Its rugged construction ensures long-lasting durability, making it perfect for daily use and outdoor activities. With its spacious compartments and ergonomic design, this backpack provides ample storage and comfortable carrying.",B0C3J2RLHP, HOEXL
https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1697643867&sprefix=ba%2Caps%2C283&sr=8-61,Gear Aspire 30L Medium Water Restant Office Laptop Bag/Backpack for Men/Women (Black),₹995,4.3 out of 5 stars,"6,587"," Care Instructions: Hand Wash Only   Fit Type: regular   Outer Material: Polyester, Color: Black   Water Resistance: Water resistant   Capacity: 30 liters; Dimensions: 50 cms x 34 cms x 18 cms (LxWxH); Number of compartments: 2   Laptop Compatibility: Yes, Laptop Size: 17, Strap Type: Adjustable,   Closure Type: Zipper; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Traditional Backpacks  ",B075MK4TXP,Gear Store
https://www.amazon.in/DaisyStar-Fashion-Handbags-Shoulder-Beaver_Handbag_37/dp/B0C8BGFJQZ/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1697643867&sprefix=ba%2Caps%2C283&sr=8-62,DaisyStar Women Fashion Handbags Tote Purses Stylish Ladies Women and Girls Handbag for Office Bag Ladies Travel Shoulder Bag Tote for College Girls Handbag_Variation_10,₹379,4.3 out of 5 stars,20,"Outer Material Type: PU ; Inner Material Type: Faux Leather; Occasion Type: CasualStrap: Padded Strap, Double Handle, Closure: Zip ClosureCapacity: 5 KG; Compartment:2; Pocket: 3 / Dimensions(LxBxH): 25 cm x12 cm x 30 cmUsage: Simple yet chic design, this bag goes well with any outfit, in any occasions like work, business, daily travel, college or casual outings. The lightweight stylish design of this handbag goes with the trend even in the circle of young college going girls.Lightweight: Pu Leather bags are not only classy but also lightweight. Our Handbag will not be heavy on your shoulder or hand. You can carry them for a long duration without hurting yourself. That being said, they are also strong and can handle the possible amount of weight you put in.",B0C8BGFJQZ, Generic
https://www.amazon.in/Bennett-Polyester-Drax-Ultrabook-Surfacepro/dp/B091NZ9MYB/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1697643867&sprefix=ba%2Caps%2C283&sr=8-63,Bennett Khadi and Polyester Drax Laptop Bag Sleeve Case Cover Pouch for 15/15.6 inches Laptop Apple/Dell/Lenovo/ASUS/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Idea Pad/Surfacepro for Laptops (Blue),₹257,4.1 out of 5 stars,"4,352"," Compatible Devices - Internal dimensions: 15.6 x 11 x 0.8 inches​​, compatible with most 14-15.6 inch laptop computers or notebook like Macbook Pro/Air/Surface book/HP/Acer/Asus/Samsung Chromebook etc.   Extra Storage Space - Two pockets in front, enough space to keeping mouse, cable, cellphone, memory cards, external hard drive, pens,coins etc.   Ultra-slim & Lightweight - Slim, portable and lightweight to take alone, or slide it into your briefcase, backpack or any other daybag, perfect for business, school or travel.   Shockproof - Multiple Layers Protection, polyester foam padding layer and nylon fabric lining for bump and shock absorption, protect your computer from accidental scratches.   Excellent Detail: Use Exquisite zipper and reinforced stitching on all stress points, ensuring the bag does not fall apart when carrying heavy goods. The first verticle designed laptop bag, you will feel the beauty of simple and good texture.  ",B091NZ9MYB,KBBRD Store
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1697643867&sprefix=ba%2Caps%2C283&sr=8-64,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,₹549,3.8 out of 5 stars,436, Material: Water Resistant Strong Polyester   Compartments: 2 with padding   Laptop Size: 15.6 inch and below   Dimensions: LxWxH - 11 x 6 x 18 inches   Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover  ,B0BPVCBFM7,ADISA Store
https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-65,Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,₹843,3.6 out of 5 stars,"1,045"," Fit Type: regular   A super-slim backpack for men design, trendy looks and durable construction - this stylish 36 L backpack from ZIPLINE has got everything that will complement your youthful personality.This college bag has spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design of this school bag for boys are crafted from polyester, this medium school bag is sturdy enough to withstand regular wear and tear gracefully.   Zipline laptop bag for men features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this school bag for boys can be easily adjusted according to your liking. Spacious backpack is featuring with four pockets and three main compartments all with speciality zippers, this office bag for men offers you enough space to carry your books, files, travel accessories, stationery, keys and mobile accessories. It comes with the ZIPLINE promise of quality.   The lighter your college Bag, the more you’ll enjoy hiking. With this in mind, we've ensured that the Zipline college bag weighs very light, and does not add extra weight to your back.   The Zipline school bag has been provided with a bouncy mesh that prevents sweatiness by allowing air flow. The padded back panel of this school bag and shoulder straps helps make carrying heavier loads easier and more comfortable.   Highly Durable and Water Resistant fabric have been used in this school bag for boys..Size 45*33*22 cm  ",B08WQ668WJ,Zipline Store
https://www.amazon.in/Tetley-Green-Lemon-Honey-Bags/dp/B00MGFZGVK/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-66,"Tetley Green Tea, Lemon And Honey, 100 Tea Bags, 140 Grams",₹421,4.3 out of 5 stars,"51,906"," Green tea now comes with the Immunity power of Vitamin C;Rich in Anti-Oxidants: Provides 5X anti-oxidants as an apple*   Goodness of Vitamin C: Contributes to immune defense by supporting various functions of immune system, each cup provides 8 mg of Vitamin C;Benefits of Green Tea: Boost fat metabolism, helps to detox, good for hydration, helps feel light & active   100% plastic-free and staple-free tea bags;Rejuvenating Green Tea: Natural flavours of lemon and honey come together in perfect harmony with green tea to ensure rejuvenation in every sip   Try Our Range of Refreshing Variants: Tetley Classic, Ginger, Mint & Lemon and Mango; Country of Origin: India   Material Features: Vegetarian ; Caffeine Content: Decaffeinated   form_factor:powder   material_features:vegetarian  allergen_information:allergen_freecaffeine_content:decaffeinated",B00MGFZGVK,Tetley Store
https://www.amazon.in/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-67,"WILD MODA Women's Shoulder Bag, Set of 1",₹849,4.2 out of 5 stars,"4,338","Ample Compartments : The handbag will fulfil all your storage needs with its 3 big compartments and 6 pockets having a capacity of holding 20L of weight. The spacious compartments can keep all your stuff from your ipad, and smartphone to your kid’s diapers or your makeup kit and the side pocket can keep your water bottle or umbrella and take them out anytime without the need of opening and closing the zipper lock every time.High-quality Polyester : he stylish bag is constructed in premium quality waterproof polyester material which makes it a durable option. You can carry all your stuff with ease as the high-quality material of the bag ensures no breakage or damage to the bag due to weight. The waterproof material saves all your stuff from getting wet and the imported quality zippers ensure that they will not break or lose their shine even after continuous usage.Soft Fabric : As the bag's fabric is so comfortable to the touch, carrying it won't bother you. The shoulder straps of the bag are made from extra soft material which makes sure that the straps do not cause any itching or irritation even after continuous usage. So, you don't have to be concerned about the straps hurting your shoulders.Classy and Stylish : The solid finish of the bag gives it a dash of style and class. You can take it anywhere from parties to the office and the bag will be your best style buddy everywhere. No matter if you are an office-going girl or a college girl, you can make a style statement with this bag. Every girl's wardrobe needs this bag because of its flawless finish, which elevates it to must-have status.Light Feel : Even with all of your belongings inside this high-quality bag, which weighs only 400 grams and won't add to your burden when carried, you'll feel light. The shoulder straps of the bag make sure that it rests perfectly on your shoulders and you don't feel too much weight ensuring that even after carrying the bag for hours, your shoulders won't feel any pain on your shoulders.Warranty: 6 months domestic warranty on manufacturing defects, Covered in Warranty: Zippers & Sliders, Not Covered in Warranty:Cloth Material, Care Instructions: Do not expose to extreme heat",B099PLT91X,WILD MODA Store
https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C6N3MYL2/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-68,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,₹529,3.5 out of 5 stars,356,"This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.FEATURES: 15.6 inch Laptop compartment, Internal Organiser, Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, etc",B0C6N3MYL2,Half Moon Store
https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-69,ADISA Women's Girls Party Sling Bag Crossbody,₹309,4.0 out of 5 stars,689," Outer Material: PU / Synthetic Leather   Closure: Magnetic   Pockets: 1, Compartments: 1   Height Adjustable Sling belt   Dimensions: LxWxH - 7.25 x 2.1 x 6 inches  ",B0B2WBJ2H8,ADISA Store
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-70,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",₹799,4.1 out of 5 stars,"6,672", Care Instructions: Wipe with Damp Cloth   Fit Type: regular   Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.<br>   USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.<br>   Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.<br>   Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects<br>   Lining Description: Polyester; Age Range Description: Adult; Closure Type: Zipper<br>  ,B09VTC876Z,FUR JADEN Store
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDH2LCP/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-71,"Presto! Oxo-Biodegradable Garbage Bags (Black, Medium, 19 x 21 inches) - 30 Bags/ Roll - Pack of 3(Plastic)",₹169,4.2 out of 5 stars,"1,087"," Multifunctional use; ideal for office, hotels, household use, parties, baby diapers, and clearing pet's litter   Detachable tie-tape to tie up bag after use   Oxo-Biodegradable Garbage Bags for your home and kitchen   Package Contents - 3 Rolls of Oxo-Biodegradable Garbage Bags; Quantity: 30 per roll; Colour: Black  ",B08TDH2LCP, Presto!
https://www.amazon.in/Mi-Business-Casual-Resistant-Backpack/dp/B07YY6PTMN/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-72,MI Business Casual 21L Water Resistant Laptop Backpack,₹749,4.4 out of 5 stars,"4,682","21L Capacity: The Backpack has a padded laptop compartment that can fit 15.2 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Dimension(L*W*D): 44*32*16 cmWater Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.Secret/Hidden Pocket: An invisible zipper pocket on the edge of the back panel acts as a guard for any valuable items such as TWS/ Earbuds, Passport, Phone against theft.Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.Made In India: Mi Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks",B07YY6PTMN, MI
https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-73,TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty,"₹2,246",4.4 out of 5 stars,"7,711"," Care Instructions: Hand Wash Only   SMART & TRENDY LOOKS: This Large 81 x 32 Cm rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack backpack for men and women looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. A premium travel backpack with spacious shoe compartment for a pair of shoes.   ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. Perfect for tourists on long travels, our spacious tour bag   INTEGRATED RAIN COVER: Our backpacks are ideal for travelling adventurers who encounter different weather conditions. The waterproof integrated rain cover and water-resistant fabric provide long-lasting protection for your gear. Stay prepared for any weather condition with our reliable backpacks.   1 year warranty : Invest in this versatile bag with a 1-year manufacturer warranty, perfect for flight travel, backpackers, and bike riders alike. Enjoy peace of mind knowing your belongings are protected..  ",B0847PGZZM,TRAWOC Store
https://www.amazon.in/Handcuffs-Multifunctional-Maternity-Backpack-Nursing/dp/B09413KB4K/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-74,Handcuffs Baby Diaper Bag Multifunctional Maternity Bags New Mom Dad Travel Backpack For Baby Care Nursing (Black),"₹1,186",4.2 out of 5 stars,555," 👶 🧡 HIGH QUALITY : Baby diaper bag for mother, maternity bag for travel, new mother bag is made of strong high quality fabric for a longer life. Handcuffs diaper bag has smart elegant design and color to match your classy choice. With shoulder straps and easy tote carrying handle, this maternity backpack is perfect for grab and go convenience, anywhere anytime.;Closure Type: Zipper; Style Name: Travel Backpacks; Color Name: Black Floral <br>   👶 🧡 TRENDY & STYLISH : The design of the diaper bag is trendy and stylish so it can be used as diaper bag and can be used for regular use too. This diaper bag is not only multifunctional but it also looks stylish. Specifically designed to complement today's modern parents, its elegant color and design will surely add a plus point to anyone’s style statement. <br>   👶 🧡 SMART ORGANIZATION : Handcuffs baby diaper bags backpack for travel featuring multiple pockets to store your baby's various necessities in different separate pockets, this maternity bag lets you keep things organized and make them easily accessible when required. This multifunctional diaper nappy maternity nursing bag / backpack can easily store your baby's milk bottle, water bottle, clothes, diapers, towel and much more. <br>   👶 🧡 PERFECT GIFT : Handcuffs new parents backpack for baby essentials is perfect baby shower gift for a special new mommy, new father. We designed a compact diaper backpack that combines style, versatility and convenience. Suitable for many occasions like shopping, restaurant, traveling etc. Great for new mother gift, holiday gift , baby's suraj pooja gift etc. <br>   👶 🧡 CONVENIENT : Travel multifunctional diaper bag backpack cum tote bag, two way carry lightweight & sturdy diaper bag can be used as backpack or tote bag. Convenient tissue pocket makes this a high utility diaper bag. Diaper bag backpack travel back pack nappy organizer multi-function, fashion and durable bag a fashionable backpack that can be carried by moms and dads alike. <br>  ",B09413KB4K,Handcuffs Store
https://www.amazon.in/Dell-Essential-Backpack-15-ES1520P/dp/B07TTCXHRH/ref=sr_1_75?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-75,Dell Essential Backpack 15 (ES1520P),"₹1,049",4.0 out of 5 stars,"6,892"," Product Type: Notebook carrying backpack   Features: Water bottle holder, water resistant, zippered front pocket, reflective elements, foam padded laptop compartment   Carrying Strap: Hand grip, shoulder carrying straps   Closure Typ: Zipper   Capacity: 20 litres  ",B07TTCXHRH,Dell Store
https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WN833M7/ref=sr_1_76?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-76,Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,₹849,4.0 out of 5 stars,"13,852","STORAGE CAPACITY : The backpack for men has 3 large compartments, 1 front zip pocket and daily essentials. 1 Side Bottle Holder, 1 Internal Organiser to store pens, keys, money etc. This casual bag/laptop bag can also accommodate files and a 15.6 inch laptop/MacBook or a tablet easily. In deed a perfect all-rounder backpack for men, school bags for boys and girls, college bags for men and college bag for girls, office bag for men and women. One Bag multiple uses. Great Value !!FEATURES & WARRANTY : Strap Type: Adjustable; Closure Type: Zipper; Color Name: NavyBlue-Teal; Pattern Name: Solid; Compartment Description: Not Laptop Compatible; Special Features: Zip Closure; Capacity: 35 liters; Number of Compartments: 3 Compartments; Water Resistance Level: Water Resistant; Age Range Description: Kid; Style Name: Traditional Backpacks; Pocket Description: Utility Pocket; Warranty Description: This laptop bag for men has 1 Year Warranty for any manufacturing defects.DIMENSIONS :19(H) x 12.5(W) x 8.5(B) inches. This school bags for boys has heavy duty zippers and it perfectly serves the purpose of a school bag, college bag, office bag with plenty of space on the inside.MATERIAL : This college bags for men is made from Imported 420D. It is lightweight polyester fabric. These college bag for women has tested strength of 140 Kgs. It also has 900D super strong base with foam padding for protection.THE ULTIMATE BACKPACK FOR MEN : This laptop bag has adjustable shoulders, padded handle, quick haul loop, 3D air flow panel preventing sweat. This 35L school bags for boys/college bag for girls can accommodate a water bottle on one side pocket or also an umbrella.",B07WN833M7,Lunar's Store
https://www.amazon.in/Impulse-Diggy-Backpack-Resistant-Teal/dp/B0CJHHX1QC/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1697643874&sprefix=ba%2Caps%2C283&sr=8-77,Impulse Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,₹399,4.0 out of 5 stars,22,"SPACIOUS AND LIGHTWEIGHT: 30L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippersERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warrantyWATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks",B0CJHHX1QC, Impulse
